transaction_id,customer_id,first_name,last_name,transaction_date,transaction_year,transaction_month,transaction_day,signup_date,signup_year,signup_month,signup_day,amount,country,clean_currency,transaction_type,merchant_category,payment_method,issuing_bank,status,fraud_flag,account_balance
TXN103426,CUST1879,Alisha,Roberts,"2026-03-04 00:00:00",2026,3,4,"2023-04-10 00:00:00",2023,4,10,-1160.16,Unknown,Unknown,refund,Entertainment,"Credit Card",Metrobank,Completed,0,150019.74
TXN100415,CUST1539,Dr.,Henry,"2026-06-30 00:00:00",2026,6,30,"2024-05-05 00:00:00",2024,5,5,-419.91,Unknown,Unknown,refund,Travel,"Bank Transfer",RCBC,Reversed,Unknown,246108.34
TXN101077,CUST1531,Bruce,Palmer,"2024-08-20 00:00:00",2024,8,20,"2024-01-20 00:00:00",2024,1,20,NULL,Philippines,PHP,refund,"P2P Transfer","Credit Card",Landbank,Completed,0,NULL
TXN100052,CUST1741,Matthew,Davis,"2025-03-24 00:00:00",2025,3,24,"2024-02-10 00:00:00",2024,2,10,1154.70,Japan,JPY,purchase,Unknown,"credit card",Chase,Failed,0,217929.42
TXN102130,CUST1166,Trevor,Peterson,"2025-02-08 03:26:00",2025,2,8,"2022-10-10 00:00:00",2022,10,10,1990.57,Singapore,SGD,transfer,Fashion,PayMaya,Landbank,Completed,0,98583.89
TXN102258,CUST1246,Robert,Reese,"2024-07-02 00:00:00",2024,7,2,"2024-05-25 00:00:00",2024,5,25,1267.11,"United States",USD,purchase,"P2P Transfer","credit card",Landbank,Failed,0,136651.14
TXN101730,CUST1263,Jennifer,Allen,"2026-06-02 06:50:00",2026,6,2,"2024-10-10 00:00:00",2024,10,10,233.43,Japan,JPY,fee,Fuel,"Debit Card",Metrobank,Failed,0,NULL
TXN103545,CUST1307,Kelsey,Fowler,"2024-01-28 00:00:00",2024,1,28,"2023-09-21 00:00:00",2023,9,21,404.03,Philippines,PHP,transfer,"ATM Withdrawal",GCash,RCBC,Failed,0,65877.73
TXN105223,CUST1695,Kim,James,"2025-08-11 00:00:00",2025,8,11,"2025-07-20 00:00:00",2025,7,20,NULL,"United States",USD,purchase,"ATM Withdrawal","credit card",RCBC,Completed,0,152662.25
TXN102971,CUST1311,Lisa,Glenn,"2025-07-21 00:00:00",2025,7,21,"2025-11-16 00:00:00",2025,11,16,10865.19,Singapore,SGD,withdrawal,Entertainment,"Debit Card",Chase,Reversed,0,3006.72
TXN104077,CUST1454,Heidi,Brown,"2023-03-22 01:11:00",2023,3,22,"2024-08-08 00:00:00",2024,8,8,1098.54,Philippines,PHP,fee,Subscriptions,Unknown,Chase,Completed,Unknown,232736.51
TXN103471,CUST1596,Melissa,Johnston,"2025-02-18 00:00:00",2025,2,18,"2025-05-02 00:00:00",2025,5,2,212.72,Singapore,SGD,deposit,Fuel,"Bank Transfer",RCBC,Pending,0,104653.35
TXN102055,CUST1533,Mr.,Kramer,"2024-04-04 14:36:00",2024,4,4,"2023-12-13 00:00:00",2023,12,13,42.02,"United States",USD,withdrawal,Groceries,PayMaya,BPI,Pending,0,49475.43
TXN103677,CUST1647,robert,lewis,"2023-07-10 00:00:00",2023,7,10,"2023-08-01 00:00:00",2023,8,1,2697.25,Japan,JPY,purchase,Electronics,GCash,Chase,Pending,Unknown,59003.76
TXN101634,CUST1404,Tammie,Prince,"2024-07-19 02:49:00",2024,7,19,"2023-06-27 00:00:00",2023,6,27,NULL,Philippines,PHP,Unknown,"ATM Withdrawal",E-Wallet,BDO,failed,0,31937.51
TXN101306,CUST1450,Sheila,Jones,"2026-01-22 00:00:00",2026,1,22,"2022-09-06 00:00:00",2022,9,6,444.59,"United States",USD,deposit,dining,PayMaya,Metrobank,Reversed,Unknown,18253.99
TXN100551,CUST1483,Mitchell,Johnson,"2024-01-05 18:45:00",2024,1,5,"2022-10-02 00:00:00",2022,10,2,516.80,Philippines,PHP,Unknown,Other,Cash,BDO,Reversed,1,216157.38
TXN104099,CUST1726,Hannah,Smith,"2024-02-17 00:00:00",2024,2,17,"2024-09-01 00:00:00",2024,9,1,3391.32,Philippines,PHP,purchase,Fashion,E-Wallet,BDO,Completed,0,204587.20
TXN101858,CUST1223,KELLY,EDWARDS,"2023-03-31 00:00:00",2023,3,31,"2023-09-29 00:00:00",2023,9,29,262.03,"United States",USD,purchase,Insurance,Cash,RCBC,Unknown,0,119892.83
TXN101668,CUST1877,Susan,Dillon,"2025-10-11 00:00:00",2025,10,11,"2024-07-09 00:00:00",2024,7,9,680.90,Philippines,PHP,purchase,Education,Cash,Chase,Completed,Unknown,125568.27
TXN104659,CUST1787,Jonathan,Zimmerman,"2023-06-18 00:00:00",2023,6,18,"2025-11-09 00:00:00",2025,11,9,337.00,Philippines,PHP,withdrawal,Groceries,GCash,UnionBank,Failed,0,241275.39
TXN102247,CUST1209,Anthony,Dougherty,"2023-02-22 00:00:00",2023,2,22,"2025-10-09 00:00:00",2025,10,9,1030.53,"United States",USD,Unknown,Entertainment,PayMaya,Metrobank,Pending,0,85791.34
TXN104554,CUST1388,Anna,Wheeler,"2023-02-13 00:00:00",2023,2,13,"2023-01-30 00:00:00",2023,1,30,NULL,Philippines,PHP,withdrawal,Fashion,Unknown,BDO,Completed,0,214485.17
TXN103758,CUST1054,DAVID,CHARLES,"2024-03-17 00:00:00",2024,3,17,"2024-05-12 00:00:00",2024,5,12,1077.54,"United States",USD,fee,Groceries,PayMaya,Chase,Failed,0,228344.89
TXN101090,CUST1494,Jeffrey,Smith,"2023-10-26 00:00:00",2023,10,26,"2024-01-12 00:00:00",2024,1,12,669.17,Philippines,PHP,transfer,Fuel,"Debit Card",Metrobank,Completed,Unknown,241022.34
TXN102516,CUST1755,Tyler,Montgomery,"2024-05-30 04:18:00",2024,5,30,"2025-06-10 00:00:00",2025,6,10,NULL,"United States",USD,refund,"ATM Withdrawal","Debit Card",Landbank,Unknown,0,27000.35
TXN105430,CUST1686,Rebecca,Edwards,"2023-09-23 00:00:00",2023,9,23,"2024-02-23 00:00:00",2024,2,23,917.26,Philippines,PHP,purchase,Unknown,"Credit Card",OCBC,Unknown,1,127995.69
TXN104068,CUST1149,Casey,James,"2025-06-27 00:00:00",2025,6,27,"2022-10-04 00:00:00",2022,10,4,-625.40,Singapore,SGD,refund,Fashion,"Credit Card",Metrobank,Reversed,0,57241.72
TXN105233,CUST1375,Keith,Thomas,"2026-05-13 00:00:00",2026,5,13,"2024-05-26 00:00:00",2024,5,26,426.45,Japan,JPY,purchase,Dining,"Debit Card",Unknown,Completed,Unknown,NULL
TXN105853,CUST1647,Robert,Lewis,"2024-12-26 00:00:00",2024,12,26,"2023-08-01 00:00:00",2023,8,1,44.04,"United States",USD,withdrawal,Utilities,Cash,Unknown,Pending,1,85357.18
TXN100358,CUST1711,RYAN,HODGES,"2023-04-17 00:00:00",2023,4,17,"2025-11-21 00:00:00",2025,11,21,NULL,Singapore,SGD,refund,Other,"Bank Transfer",Unknown,Failed,0,231429.34
TXN101490,CUST1517,LAURA,COLEMAN,"2026-04-29 00:00:00",2026,4,29,"2024-08-06 00:00:00",2024,8,6,-905.69,Japan,JPY,refund,Groceries,"Debit Card",Metrobank,Pending,0,209111.37
TXN100446,CUST1418,Lindsay,Guerrero,"2023-08-12 00:00:00",2023,8,12,"2023-05-31 00:00:00",2023,5,31,NULL,"United States",USD,transfer,Groceries,"credit card",DBS,Pending,0,NULL
TXN103613,CUST1218,Karen,Smith,"2024-05-31 00:00:00",2024,5,31,"2025-04-17 00:00:00",2025,4,17,49.13,Philippines,PHP,transfer,Subscriptions,"Debit Card",BPI,failed,0,1085.69
TXN101771,CUST1611,Sharon,Smith,"2023-05-18 00:00:00",2023,5,18,"2025-12-03 00:00:00",2025,12,3,947.43,"United States",USD,fee,Fashion,Unknown,Metrobank,Unknown,0,183005.85
TXN103935,CUST1899,Kelly,Sherman,"2023-05-12 00:00:00",2023,5,12,"2024-07-30 00:00:00",2024,7,30,2575.43,Philippines,PHP,purchase,Insurance,"credit card",OCBC,Completed,Unknown,66626.21
TXN105667,CUST1733,TIMOTHY,GIBSON,"2025-01-17 00:00:00",2025,1,17,"2023-03-09 00:00:00",2023,3,9,339.86,Philippines,PHP,purchase,dining,"credit card",OCBC,Completed,0,68385.00
TXN100289,CUST1833,Rachel,Taylor,"2025-06-01 00:00:00",2025,6,1,"2024-07-08 00:00:00",2024,7,8,1203.27,Japan,JPY,Unknown,"ATM Withdrawal",Cash,Unknown,Completed,0,32331.29
TXN102449,CUST1263,Jennifer,Allen,"2026-02-04 00:00:00",2026,2,4,"2024-10-10 00:00:00",2024,10,10,-2954.63,"United States",USD,refund,Entertainment,Unknown,Unknown,failed,Unknown,43030.40
TXN100960,CUST1767,Briana,Turner,"2023-08-13 00:00:00",2023,8,13,"2022-07-12 00:00:00",2022,7,12,823.71,Philippines,PHP,deposit,Groceries,GCash,Landbank,Pending,0,47259.28
TXN104665,CUST1098,Cynthia,Moore,"2025-04-20 00:00:00",2025,4,20,"2024-02-13 00:00:00",2024,2,13,-580.06,Singapore,SGD,refund,Unknown,"Debit Card",UnionBank,Completed,0,193385.99
TXN103629,CUST1695,Kim,James,"2024-07-31 00:00:00",2024,7,31,"2025-07-20 00:00:00",2025,7,20,776.67,Japan,JPY,deposit,Dining,PayMaya,Metrobank,Reversed,0,237577.70
TXN100991,CUST1728,ROBERT,JENNINGS,"2023-10-15 00:00:00",2023,10,15,"2025-09-25 00:00:00",2025,9,25,1360.24,Japan,JPY,purchase,Fuel,E-Wallet,DBS,Failed,0,28191.87
TXN101015,CUST1145,Eric,Nguyen,"2023-10-02 00:00:00",2023,10,2,"2022-09-05 00:00:00",2022,9,5,1347.66,Philippines,PHP,withdrawal,Insurance,"credit card",Metrobank,Pending,0,207407.06
TXN104968,CUST1260,Anna,Hardy,"2023-05-18 00:00:00",2023,5,18,"2024-08-12 00:00:00",2024,8,12,656.42,Philippines,PHP,purchase,Groceries,PayMaya,Chase,Pending,0,152501.05
TXN104522,CUST1464,Melissa,Morse,"2025-03-09 00:00:00",2025,3,9,"2024-04-07 00:00:00",2024,4,7,221.43,Singapore,SGD,purchase,"Government Fees","Credit Card",Chase,Failed,0,234647.82
TXN102639,CUST1199,Patricia,Morrow,"2024-04-24 00:00:00",2024,4,24,"2024-01-30 00:00:00",2024,1,30,1367.78,Japan,JPY,deposit,"Government Fees",PayMaya,OCBC,Reversed,Unknown,101596.69
TXN105917,CUST1765,GREGORY,MADDEN,"2023-01-26 00:00:00",2023,1,26,"2025-12-23 00:00:00",2025,12,23,432.92,Philippines,PHP,fee,Other,"Bank Transfer",UnionBank,Reversed,Unknown,159507.55
TXN102350,CUST1640,MICHAEL,CARR,"2025-06-19 00:00:00",2025,6,19,"2025-10-06 00:00:00",2025,10,6,1517.61,"United States",USD,Unknown,Investment,PayMaya,Landbank,Unknown,0,156064.58
TXN102605,CUST1632,Carly,Quinn,"2024-11-04 00:00:00",2024,11,4,"2022-10-21 00:00:00",2022,10,21,1009.64,Singapore,SGD,transfer,Travel,"Debit Card",Metrobank,Pending,Unknown,26317.03
TXN104548,CUST1795,Terri,Kelly,"2024-11-13 00:00:00",2024,11,13,"2023-01-08 00:00:00",2023,1,8,140.14,"United States",USD,fee,Fuel,E-Wallet,BDO,Unknown,0,151029.73
TXN100658,CUST1617,Erin,Daniels,"2023-01-02 00:00:00",2023,1,2,"2025-04-21 00:00:00",2025,4,21,759.42,"United States",USD,transfer,Unknown,Cash,DBS,Completed,0,1936.79
TXN102730,CUST1232,Sarah,Johnson,"2026-01-09 00:00:00",2026,1,9,"2025-12-29 00:00:00",2025,12,29,1902.26,Philippines,PHP,withdrawal,Healthcare,"credit card",Unknown,Pending,0,226986.43
TXN101276,CUST1386,james,poole,"2023-04-10 00:00:00",2023,4,10,"2023-07-15 00:00:00",2023,7,15,-1313.35,Philippines,PHP,refund,Subscriptions,"credit card",Chase,Completed,Unknown,57554.86
TXN103032,CUST1548,Alejandro,Martinez,"2026-05-06 19:17:00",2026,5,6,"2023-02-12 00:00:00",2023,2,12,-353.60,Philippines,PHP,refund,Subscriptions,"Bank Transfer",UnionBank,Pending,0,101888.42
TXN100332,CUST1504,Carrie,Valdez,"2023-05-17 00:00:00",2023,5,17,"2023-10-27 00:00:00",2023,10,27,-251.31,Singapore,SGD,refund,Fashion,"Debit Card",Metrobank,Completed,0,234988.11
TXN104006,CUST1238,Jeremy,Adams,"2023-09-28 05:37:00",2023,9,28,"2024-10-16 00:00:00",2024,10,16,-882.81,Japan,JPY,refund,Fuel,E-Wallet,Landbank,Pending,0,224005.12
TXN102900,CUST1291,Vincent,Novak,"2024-02-05 00:00:00",2024,2,5,"2023-08-24 00:00:00",2023,8,24,1454.70,Japan,JPY,deposit,Insurance,"Debit Card",DBS,Pending,1,61159.57
TXN103522,CUST1309,Eric,White,"2023-03-28 00:00:00",2023,3,28,"2024-07-07 00:00:00",2024,7,7,152.90,Japan,JPY,purchase,Healthcare,"Debit Card",Metrobank,Reversed,0,12765.63
TXN102224,CUST1291,Vincent,Novak,"2023-03-08 18:59:00",2023,3,8,"2023-08-24 00:00:00",2023,8,24,196.18,Philippines,PHP,purchase,Insurance,Cash,Metrobank,Completed,0,NULL
TXN103173,CUST1011,Brenda,PhD,"2025-05-02 12:27:00",2025,5,2,"2023-12-25 00:00:00",2023,12,25,2196.02,Philippines,PHP,Unknown,Insurance,"Debit Card",Unknown,failed,0,107064.56
TXN103624,CUST1113,Laura,Haney,"2023-12-21 00:00:00",2023,12,21,"2024-06-26 00:00:00",2024,6,26,57.30,Japan,JPY,purchase,Groceries,"Debit Card",Metrobank,Reversed,0,160431.01
TXN103814,CUST1744,Jeffery,Nelson,"2024-06-13 00:00:00",2024,6,13,"2025-01-29 00:00:00",2025,1,29,381.94,Philippines,PHP,fee,Groceries,GCash,DBS,Reversed,0,144087.50
TXN103959,CUST1836,James,Davenport,"2023-06-10 00:00:00",2023,6,10,"2024-10-08 00:00:00",2024,10,8,357.25,Singapore,SGD,deposit,Utilities,Cash,Landbank,failed,Unknown,NULL
TXN101895,CUST1874,CHRISTIAN,PARK,"2025-08-09 00:00:00",2025,8,9,"2023-05-10 00:00:00",2023,5,10,484.52,"United States",USD,transfer,Utilities,Cash,Unknown,Failed,0,NULL
TXN105068,CUST1754,Stephanie,Parker,"2026-05-19 00:00:00",2026,5,19,"2023-01-09 00:00:00",2023,1,9,1404.20,"United States",USD,deposit,Groceries,Cash,Chase,Pending,0,NULL
TXN103015,CUST1458,Cheryl,Morgan,"2026-03-11 00:00:00",2026,3,11,"2024-07-25 00:00:00",2024,7,25,-841.50,Philippines,PHP,refund,Groceries,Cash,Unknown,Completed,0,102870.78
TXN103921,CUST1076,Peter,DDS,"2024-01-17 00:00:00",2024,1,17,"2023-07-15 00:00:00",2023,7,15,1982.78,Philippines,PHP,deposit,Groceries,"credit card",Landbank,Failed,0,248294.35
TXN101854,CUST1659,Margaret,Clark,"2025-10-29 00:00:00",2025,10,29,"2025-03-17 00:00:00",2025,3,17,-273.41,Philippines,PHP,refund,Other,GCash,DBS,Completed,0,15455.85
TXN101263,CUST1446,Sheryl,Acosta,"2025-11-10 00:00:00",2025,11,10,"2024-01-18 00:00:00",2024,1,18,958.17,Philippines,PHP,transfer,Investment,"Bank Transfer",DBS,Completed,0,109530.47
TXN101726,CUST1044,Martin,Ross,"2024-08-06 01:02:00",2024,8,6,"2024-07-14 00:00:00",2024,7,14,581.16,"United States",USD,deposit,Insurance,Cash,Unknown,Pending,1,144425.92
TXN104009,CUST1898,Neil,Singh,"2025-11-15 00:00:00",2025,11,15,"2022-10-30 00:00:00",2022,10,30,-302.20,"United States",USD,refund,Subscriptions,"Bank Transfer",Landbank,failed,Unknown,101185.38
TXN100739,CUST1794,Barbara,DDS,"2023-05-18 00:00:00",2023,5,18,"2025-02-24 00:00:00",2025,2,24,249.95,"United States",USD,purchase,Healthcare,Cash,RCBC,failed,Unknown,90354.03
TXN101814,CUST1159,Nancy,Williams,"2024-05-12 00:00:00",2024,5,12,"2025-11-08 00:00:00",2025,11,8,588.91,Unknown,Unknown,transfer,Other,PayMaya,Unknown,failed,Unknown,84694.84
TXN102235,CUST1176,Susan,Smith,"2025-01-08 00:00:00",2025,1,8,"2024-08-20 00:00:00",2024,8,20,9467.68,Philippines,PHP,deposit,Utilities,"Debit Card",BPI,Completed,0,41974.23
TXN101661,CUST1409,Thomas,Bush,"2024-01-07 00:00:00",2024,1,7,"2024-09-23 00:00:00",2024,9,23,530.41,Philippines,PHP,withdrawal,"Government Fees","Debit Card",Chase,failed,0,122072.71
TXN100432,CUST1014,Jonathan,White,"2024-01-29 00:00:00",2024,1,29,"2024-04-12 00:00:00",2024,4,12,738.67,"United States",USD,deposit,Groceries,GCash,BPI,Reversed,0,54127.62
TXN102099,CUST1267,Juan,Harding,"2024-04-04 16:51:00",2024,4,4,"2023-02-04 00:00:00",2023,2,4,640.02,"United States",USD,fee,Entertainment,"Bank Transfer",RCBC,Reversed,Unknown,79577.18
TXN104353,CUST1017,mr.,cannon,"2023-12-05 00:00:00",2023,12,5,"2023-06-07 00:00:00",2023,6,7,1001.14,Japan,JPY,withdrawal,Subscriptions,"Credit Card",UnionBank,Reversed,Unknown,87318.18
TXN104397,CUST1265,Dale,Edwards,"2023-09-29 00:00:00",2023,9,29,"2022-07-24 00:00:00",2022,7,24,-457.34,Unknown,Unknown,refund,Insurance,"Debit Card",Metrobank,Pending,0,121156.47
TXN100671,CUST1685,Steve,Davis,"2024-03-18 00:00:00",2024,3,18,"2022-10-11 00:00:00",2022,10,11,123.21,Japan,JPY,fee,Entertainment,E-Wallet,RCBC,failed,0,145253.01
TXN103839,CUST1308,Lisa,Cervantes,"2026-05-03 00:00:00",2026,5,3,"2022-12-22 00:00:00",2022,12,22,NULL,Philippines,PHP,refund,dining,"credit card",Landbank,Completed,0,147131.96
TXN103688,CUST1640,Michael,Carr,"2024-01-04 00:00:00",2024,1,4,"2025-10-06 00:00:00",2025,10,6,443.87,Japan,JPY,fee,Dining,GCash,DBS,Completed,0,26825.65
TXN105523,CUST1661,Kirsten,Nelson,"2025-06-28 00:00:00",2025,6,28,"2024-08-25 00:00:00",2024,8,25,1260.29,Philippines,PHP,fee,Electronics,"Debit Card",UnionBank,Unknown,Unknown,90892.10
TXN105258,CUST1177,Ricardo,Young,"2023-09-23 00:00:00",2023,9,23,"2024-02-08 00:00:00",2024,2,8,1663.38,Philippines,PHP,Unknown,Subscriptions,GCash,Landbank,Unknown,0,169942.64
TXN103092,CUST1438,Joshua,Lozano,"2024-12-08 00:00:00",2024,12,8,"2024-11-08 00:00:00",2024,11,8,2192.11,Japan,JPY,Unknown,Dining,"Bank Transfer",Landbank,Completed,0,119538.90
TXN105535,CUST1576,Renee,Gonzales,"2024-03-22 03:15:00",2024,3,22,"2022-12-23 00:00:00",2022,12,23,-1072.44,"United States",USD,refund,Electronics,"credit card",DBS,failed,1,58732.17
TXN104416,CUST1107,Joshua,II,"2023-03-08 11:11:00",2023,3,8,"2025-03-01 00:00:00",2025,3,1,674.86,"United States",USD,withdrawal,"Government Fees",PayMaya,DBS,failed,Unknown,82565.48
TXN105995,CUST1322,Anna,Robertson,"2024-06-14 00:00:00",2024,6,14,"2023-08-26 00:00:00",2023,8,26,610.06,Japan,JPY,withdrawal,Other,"Debit Card",BPI,Pending,0,212359.59
TXN101825,CUST1601,Kenneth,Williams,"2023-07-18 00:00:00",2023,7,18,"2024-01-10 00:00:00",2024,1,10,791.44,Japan,JPY,transfer,Fuel,"Bank Transfer",Landbank,Reversed,0,98281.69
TXN102744,CUST1864,Jeffrey,Solomon,"2024-09-03 00:00:00",2024,9,3,"2025-08-30 00:00:00",2025,8,30,-603.69,Philippines,PHP,refund,dining,"Credit Card",UnionBank,Completed,1,NULL
TXN104907,CUST1619,Brooke,Jones,"2025-12-06 00:00:00",2025,12,6,"2025-01-18 00:00:00",2025,1,18,-264.54,"United States",USD,refund,Groceries,Cash,BDO,Unknown,Unknown,51015.65
TXN104609,CUST1446,Sheryl,Acosta,"2024-11-11 00:00:00",2024,11,11,"2024-01-18 00:00:00",2024,1,18,-652.28,Philippines,PHP,refund,Groceries,"Bank Transfer",OCBC,Unknown,Unknown,26082.37
TXN101260,CUST1513,Alan,Mills,"2024-11-05 00:00:00",2024,11,5,"2023-02-15 00:00:00",2023,2,15,1088.60,Unknown,Unknown,withdrawal,Insurance,"Debit Card",DBS,Completed,0,60873.29
TXN105873,CUST1595,Anna,Ross,"2023-10-09 00:00:00",2023,10,9,"2023-02-09 00:00:00",2023,2,9,5265.00,Philippines,PHP,deposit,Fuel,"Bank Transfer",UnionBank,Completed,Unknown,196684.23
TXN101059,CUST1001,Javier,Johnson,"2024-03-14 00:00:00",2024,3,14,"2023-03-15 00:00:00",2023,3,15,-98.75,Japan,JPY,refund,Other,PayMaya,Landbank,Failed,0,159205.96
TXN103423,CUST1746,Matthew,Bush,"2025-06-04 00:00:00",2025,6,4,"2022-11-26 00:00:00",2022,11,26,-2134.86,Philippines,PHP,refund,Unknown,"Debit Card",Unknown,Pending,Unknown,34992.27
TXN103240,CUST1374,Sarah,Thompson,"2026-03-05 00:00:00",2026,3,5,"2024-12-19 00:00:00",2024,12,19,5379.20,Japan,JPY,fee,dining,"credit card",Metrobank,Completed,Unknown,139398.96
TXN101673,CUST1833,Rachel,Taylor,"2023-06-03 00:00:00",2023,6,3,"2024-07-08 00:00:00",2024,7,8,477.40,"United States",USD,Unknown,Travel,PayMaya,Unknown,Unknown,0,181287.27
TXN105612,CUST1701,Tiffany,Little,"2024-07-04 00:00:00",2024,7,4,"2024-10-19 00:00:00",2024,10,19,2433.18,Singapore,SGD,Unknown,"ATM Withdrawal",PayMaya,OCBC,Failed,Unknown,13028.17
TXN100162,CUST1339,Dennis,Williams,"2024-02-17 00:00:00",2024,2,17,"2024-09-14 00:00:00",2024,9,14,1038.44,Japan,JPY,withdrawal,Groceries,"Credit Card",Metrobank,Completed,0,41152.14
TXN100318,CUST1100,Juan,Reyes,"2024-05-07 00:00:00",2024,5,7,"2023-09-11 00:00:00",2023,9,11,NULL,Philippines,PHP,purchase,Other,"Bank Transfer",DBS,Completed,0,210536.28
TXN102959,CUST1781,Daniel,Zavala,"2023-11-28 00:00:00",2023,11,28,"2022-10-11 00:00:00",2022,10,11,175.89,Philippines,PHP,withdrawal,Travel,"credit card",DBS,failed,0,10750.05
TXN105705,CUST1330,Alexandra,Dominguez,"2024-12-27 00:00:00",2024,12,27,"2024-03-05 00:00:00",2024,3,5,-3150.86,Philippines,PHP,refund,"Government Fees",Unknown,UnionBank,Failed,0,146711.09
TXN104618,CUST1660,Denise,Moore,"2023-11-12 00:00:00",2023,11,12,"2022-11-11 00:00:00",2022,11,11,1728.98,Japan,JPY,purchase,Groceries,Cash,BPI,Completed,Unknown,138580.68
TXN104801,CUST1055,Emily,Fischer,"2023-11-09 08:50:00",2023,11,9,"2023-12-31 00:00:00",2023,12,31,386.75,Philippines,PHP,purchase,Investment,Cash,UnionBank,Reversed,0,109129.65
TXN103473,CUST1308,Lisa,Cervantes,"2023-02-07 00:00:00",2023,2,7,"2022-12-22 00:00:00",2022,12,22,4540.39,Philippines,PHP,transfer,Groceries,"Debit Card",RCBC,Completed,0,48408.05
TXN100698,CUST1128,Gavin,Zhang,"2024-12-23 00:00:00",2024,12,23,"2024-07-22 00:00:00",2024,7,22,480.85,Singapore,SGD,purchase,Fashion,E-Wallet,Chase,failed,0,167053.70
TXN101782,CUST1840,rachael,roberts,"2025-05-23 21:37:00",2025,5,23,"2024-08-08 00:00:00",2024,8,8,8823.96,Unknown,Unknown,withdrawal,Healthcare,"Bank Transfer",BDO,Unknown,Unknown,77462.84
TXN102825,CUST1289,Travis,Cook,"2023-12-26 13:31:00",2023,12,26,"2023-09-04 00:00:00",2023,9,4,374.52,Singapore,SGD,Unknown,Utilities,E-Wallet,Chase,failed,1,209191.71
TXN103976,CUST1154,Maria,Hernandez,"2026-02-24 00:00:00",2026,2,24,"2023-01-15 00:00:00",2023,1,15,1978.42,Singapore,SGD,withdrawal,Healthcare,Unknown,DBS,Completed,Unknown,181243.37
TXN102568,CUST1349,Amanda,Pratt,"2025-08-26 00:00:00",2025,8,26,"2025-09-16 00:00:00",2025,9,16,-829.23,"United States",USD,refund,Electronics,Cash,OCBC,Pending,0,NULL
TXN105621,CUST1881,Sandra,Nunez,"2025-06-12 00:00:00",2025,6,12,"2023-06-29 00:00:00",2023,6,29,951.26,"United States",USD,purchase,Groceries,"Debit Card",BPI,Reversed,0,178814.52
TXN103838,CUST1468,Elizabeth,Molina,"2026-01-15 00:00:00",2026,1,15,"2025-07-17 00:00:00",2025,7,17,288.18,"United States",USD,Unknown,Subscriptions,"Debit Card",Unknown,Reversed,0,50171.04
TXN100757,CUST1554,Angela,Jackson,"2023-11-25 00:00:00",2023,11,25,"2024-06-03 00:00:00",2024,6,3,NULL,"United States",USD,transfer,Utilities,"Debit Card",Unknown,Pending,0,92199.84
TXN105306,CUST1207,John,Harris,"2025-08-29 00:00:00",2025,8,29,"2025-12-17 00:00:00",2025,12,17,1555.35,Singapore,SGD,purchase,"P2P Transfer","Credit Card",BPI,Completed,0,249653.55
TXN104588,CUST1336,Nicole,Phillips,"2024-04-29 00:00:00",2024,4,29,"2024-03-27 00:00:00",2024,3,27,258.11,Singapore,SGD,purchase,Other,Cash,Landbank,Failed,0,110817.45
TXN100231,CUST1754,Stephanie,Parker,"2024-05-10 00:00:00",2024,5,10,"2023-01-09 00:00:00",2023,1,9,2949.11,Philippines,PHP,deposit,Electronics,GCash,DBS,Completed,0,210608.67
TXN103882,CUST1257,Mason,James,"2026-02-04 00:00:00",2026,2,4,"2023-10-28 00:00:00",2023,10,28,-3221.95,"United States",USD,refund,Other,Cash,OCBC,Completed,0,135563.18
TXN103143,CUST1206,david,aguirre,"2026-02-20 00:00:00",2026,2,20,"2022-09-18 00:00:00",2022,9,18,936.96,"United States",USD,fee,Electronics,Cash,BDO,Completed,0,45322.98
TXN104431,CUST1146,Jeremy,Coleman,"2025-01-03 00:00:00",2025,1,3,"2022-11-26 00:00:00",2022,11,26,635.63,Philippines,PHP,fee,Groceries,E-Wallet,OCBC,Unknown,0,138950.00
TXN104154,CUST1776,Frank,Stewart,"2023-12-21 00:00:00",2023,12,21,"2024-07-14 00:00:00",2024,7,14,308.21,Philippines,PHP,transfer,Electronics,"Bank Transfer",BPI,Failed,0,73177.79
TXN104528,CUST1473,Nancy,Wilson,"2024-03-04 00:00:00",2024,3,4,"2023-01-25 00:00:00",2023,1,25,-325.15,"United States",USD,refund,Groceries,"Credit Card",UnionBank,failed,0,118461.94
TXN104983,CUST1264,Ian,Andrade,"2025-05-01 00:00:00",2025,5,1,"2025-03-03 00:00:00",2025,3,3,1447.68,Philippines,PHP,purchase,Healthcare,Unknown,RCBC,Completed,0,20671.28
TXN104858,CUST1147,Douglas,Gregory,"2026-06-07 00:00:00",2026,6,7,"2023-04-11 00:00:00",2023,4,11,-363.25,Philippines,PHP,refund,Travel,Cash,DBS,Completed,0,3988.44
TXN101334,CUST1373,Raven,Mclaughlin,"2023-01-10 16:57:00",2023,1,10,"2023-09-30 00:00:00",2023,9,30,436.00,Japan,JPY,transfer,Investment,Cash,Landbank,Pending,Unknown,128706.69
TXN103279,CUST1761,Michael,Wilson,"2024-08-30 00:00:00",2024,8,30,"2023-10-03 00:00:00",2023,10,3,1235.85,Singapore,SGD,Unknown,"ATM Withdrawal","Credit Card",Unknown,Completed,0,157490.19
TXN102610,CUST1220,Lauren,Jackson,"2023-12-22 00:00:00",2023,12,22,"2022-08-13 00:00:00",2022,8,13,347.92,Japan,JPY,purchase,"ATM Withdrawal",GCash,Landbank,Failed,0,23707.84
