transaction_id,customer_id,customer_name,email,signup_date,transaction_date,amount,currency,transaction_type,merchant_category,payment_method,issuing_bank,country,status,fraud_flag,account_balance_after
TXN101390,CUST1521,Mr. Justin King,becky62@example.net,2022-12-03,"February 09, 2026",606.85,JPY,Transfer,Entertainment,cash,UnionBank,JP,Failed,FALSE,23470.71
TXN102505,CUST1860,Brittany Evans,tfitzgerald@example.net,2024-08-13,"December 01, 2025",3883.53,USD,Purchase,Healthcare,,UnionBank,United States,Completed,No,39512.35
TXN105885,CUST1826,Heidi Baldwin,andrew90@example.net,2024-10-27,2024/02/20 07:48,2879.11,PHP,Transfer,Travel,GCash,UnionBank,PHL,,,164658.73
TXN102607,CUST1500,Mary Charles,katherinetaylor@example.org,2023-02-17,2025-10-18,890.85,PHP ,Purchase,groceries,Bank Transfer,Chase,USA,Reversed,,242097.58
TXN105692,CUST1100,Juan Reyes,michellehill@example.com,2023-09-11,2026/02/15 22:42,261.9,USD,Withdrawal,,GCash,Metrobank,,Reversed,0,145254.0
TXN104479,CUST1408,sherry johnson,nancygonzalez@example.org,2023-05-18,08/05/26,,Php,REFUND,,PayMaya,OCBC,PH,Failed,No,115366.35
TXN100904,CUST1840,Rachael Roberts,breyes@example.org,2024-08-08,04/14/2025,-872.87,JPY,REFUND,Utilities,GCash,RCBC,Singapore,Completed,0,140261.96
TXN101836,CUST1642,john martinez,mark68@example.org,2024-12-09,2023/08/11 23:46,1294.33,USD,,,PayMaya,Metrobank,PH,COMPLETED,No,144662.86
TXN105797,CUST1699,Adam Jones,gdavis@example.net,2024-01-24,2025-04-12,1014.25,,,groceries,e-wallet,RCBC,Philippines,Pending,FALSE,38108.88
TXN102017,CUST1191,jessica martinez,KIMBERLYDIAZ@EXAMPLE.COM,2025-10-29,"July 31, 2024",2088.51,USD,Purchase,Fuel,cash,OCBC,United States,,No,119034.92
TXN104314,CUST1679,Heather Butler,WHITNEY22@EXAMPLE.ORG,2022-10-03,2023/06/28 13:43,-311.65,PHP,Refund,Investment,Cash,Metrobank,PH,COMPLETED,No,217882.33
TXN102236,CUST1379,Frank Daugherty,fconner@example.net,2023-08-13,2023/07/30 06:39,507.32,USD,Fee,Travel,GCash,BDO,SG,,No,93334.52
TXN102038,CUST1755,Tyler Montgomery,jennifermitchell@example.org,2025-06-10,24-04-2025,11236.22,USD,Fee,Groceries,Debit Card,RCBC,United States,completed,0,142786.59
TXN105275,CUST1592,Duane Smith,victoriaturner@example.com,2025-12-13,"March 20, 2024",2465.85,USD,Fee,,credit card,BDO,USA,COMPLETED,FALSE,11616.88
TXN103439,CUST1357,Keith Graham,joelgreen@example.com,2025-09-29,01-05-2026,315.46,,Transfer,ATM Withdrawal,Bank Transfer,OCBC,USA,COMPLETED,No,92660.97
TXN104185,CUST1397,kellie duncan,davidtodd@example.org,10/28/2025,2026/03/27 22:15,902.63,USD,Transfer,Entertainment,PayMaya,OCBC,PHL,Pending,TRUE,71763.84
TXN102599,CUST1818,Alexis Robles,STEVEN86@EXAMPLE.COM,2024-10-07,2025-09-01,4209.57,,purchase,Others,credit card,Landbank,US,COMPLETED,0,77710.91
TXN103514,CUST1497,Angela Jones,ATKINSONCRYSTAL@EXAMPLE.NET,2024-07-12,2024-07-02,-810.85,PHP ,REFUND,ATM Withdrawal,GCash,Landbank,USA,Reversed,FALSE,186932.55
TXN103698,CUST1867,Julie Hartman,awilliams@example.net,2023-07-19,09/24/2023,663.52,PHP ,Deposit,Electronics  ,e-wallet,Chase,Singapore,Failed,,76651.03
TXN104466,CUST1253,Andrew Harper,sanchezbradley@example.com,2023-04-29,10/03/2025,455.26,USD,Transfer,,credit card,DBS,Japan,failed,,66504.3
TXN105584,CUST1097,Christina Dunn,samuel71@example.org,2025-11-28,06/04/25,2499.72,PHP ,purchase,Travel,Credit Card,,USA,failed,0,227647.57
TXN101421,CUST1776,Frank Stewart,joseph51@example.net,2024-07-14,24/03/26,1117.89,Php,Withdrawal,Entertainment  ,Cash,,Singapore,Pending,,136291.36
TXN103961,CUST1594,Andrew Kelly,josephpreston@example.org,2023-04-27,2025-07-15,-1669.32,PHP,REFUND,Electronics  ,credit card,Landbank,PH,Pending,No,129974.87
TXN101244,CUST1019,joseph martinez,calebsmith@example.net,2023-04-24,04/02/2025,1025.15,Php,Deposit,Dining,GCash,BDO,Philippines,Failed,No,37167.2
TXN100831,CUST1157,Eric Hill,bellcharles@example.com,2024-02-01,05/29/2023,-907.63,SGD,Refund,Fashion,credit card,OCBC,USA,Completed,,115404.6
TXN102153,CUST1733,timothy gibson,dbrooks@example.net,2023-03-09,08/02/2025,-800.2,PHP ,Refund,ATM Withdrawal,Credit Card,Metrobank,Philippines,Pending,,30225.6
TXN104753,CUST1369,Jason Day,crystalpham@example.org,2025-12-19,25-04-2023,,Php,Withdrawal,dining ,Cash,BPI,Philippines ,,No,169431.95
TXN100377,CUST1499,Daniel Barton,dennis88@example.org,2023-11-23,2025/11/17 18:46,-783.85,PHP,REFUND,Government Fees,DEBIT CARD,BPI,United States,failed,,52871.45
TXN100474,CUST1186,James Gonzales,lmorgan@example.com,2024-12-04,05/07/24,-418.97,PHP ,REFUND,Fashion,Credit Card,UnionBank,PH,Pending,No,88978.23
TXN101651,CUST1805,Hunter Bell,johnwong@example.net,2022-10-20,2024/10/28 04:32,315.92,JPY,Purchase,Investment,Debit Card,OCBC,US,Pending,FALSE,62792.4
TXN105636,CUST1799,Dennis Cooper PhD,cisnerosanthony@example.com,2025-08-01,07/22/2025,1644.1,,Withdrawal,Healthcare,Bank Transfer  ,Landbank,PH,COMPLETED,,53883.45
TXN104924,CUST1162,ANDREA DAVIS,umitchell@example.net,2025-11-17,01/21/2026,1342.65,PHP ,Purchase,Utilities,,RCBC,,Pending,,222488.97
TXN100933,CUST1092,Phillip Underwood,hinesgregory@example.net,2024-10-13,"October 10, 2023",296.06,Php,Withdrawal,GROCERIES,PayMaya,Chase,PHL,Reversed,No,134906.1
TXN103655,CUST1793,Timothy Levine,coxjames@example.org,2024-08-02,19/04/25,310.89,USD,Deposit,Fuel,Bank Transfer,UnionBank,PHL,completed,No,64712.68
TXN101489,CUST1320,SHARON MARTINEZ DVM,dustinmorris@example.org,2025-03-03,2023/11/12 01:20,1672.48,JPY,,othr,,DBS,Japan,Reversed,0,2989.7
TXN104239,CUST1511,Carolyn Greer,laurahoover@example.org,2024-09-07,2023/11/29 06:09,123.96,SGD,Deposit,Investment,cash,,USA,Completed,0,134812.43
TXN104506,CUST1100,Juan Reyes,michellehill@example.com,2023-09-11,2024/11/13 19:22,3172.95,,Deposit,Others,Debit Card,BPI,SG,,FALSE,138924.29
TXN104303,CUST1636,Alexandria Jimenez,ASTEPHENS@EXAMPLE.NET,2025-08-05,2025/10/04 18:33,241.87,PHP,purchase,,credit card,Chase,Philippines,failed,No,74724.42
TXN101118,CUST1837,Susan Mccann,josechristian@example.org,2023-11-28,2024/10/27 03:44,879.29,,Deposit,ATM Withdrawal,GCash,BPI,United States,COMPLETED,0,133579.96
TXN100188,CUST1289,  Travis Cook  ,vbrock@example.com,09/04/2023,2023/08/06 15:12,270.41,USD,Deposit,Insurance,credit card,BDO,PHL,Failed,No,73656.09
TXN100079,CUST1259,Kristin Anderson,jonathanrivera@example.org,2025-09-24,01/01/2025,-243.19,JPY,Refund,groceries,GCash,RCBC,United States,failed,No,234214.13
TXN100063,CUST1543,Jason Goodwin,melissa47@example.org,2024-07-03,05/09/2025,3116.15,php,Fee,Dining,Credit Card,BDO,Japan,COMPLETED  ,FALSE,242959.63
TXN100019,CUST1071,Steven Stevens,ryangross@example.net,2023-06-14,2024/07/25 11:41,207.79,JPY,purchase,Electronics,Credit Card,,PHL,Failed,FALSE,
TXN104456,CUST1189,Jeremy West,christina64@example.net,2025-12-07,"October 20, 2023",1217.28,PHP,Purchase,Education,e-wallet,OCBC,,,1,85030.89
TXN105417,CUST1472,Nancy Gonzalez,kellythompson@example.net,2022-10-07,08/11/25,431.52,Php,Purchase,Utilities,GCash,Metrobank,Japan,Failed,0,5745.69
TXN101832,CUST1803,Kevin Gray,katie45@example.org,2022-08-08,"January 02, 2023",197.54,PHP,,Groceries,Bank Transfer,BPI,Singapore  ,Pending,No,184618.76
TXN104944,CUST1828,ROBERT MARTINEZ,miaprice@example.com,2025-10-01,"June 05, 2024",-1044.63,USD,Refund,Groceries,cash,Chase,Philippines ,failed,0,237409.59
TXN102680,CUST1053,Abigail Potter,osbornejeffery@example.net,2024-04-25,2024/01/24 23:06,-250.62,SGD,Refund,Fashion,Cash,Landbank,SG,Reversed,0,203378.93
TXN100716,CUST1872,Chelsea Johnson,pwong@example.org,2024-01-11,2023-05-03,288.6,Php,Fee,P2P Transfer,Bank Transfer,Chase,Philippines ,,FALSE,200188.95
TXN102021,CUST1506,Christopher Jones,jason22@example.com,2024-08-11,15/05/25,453.45,PHP ,Deposit,Healthcare,credit card,DBS,JP,,,56552.02
TXN100328,CUST1597,Richard Weeks,michael66@example.org,2025-07-19,2024-07-23,2114.88,php,,Fuel,Cash,RCBC,US,Pending,0,125928.74
TXN103198,CUST1587,Danielle Garrett,angelagrant@example.net,2022-11-15,"January 12, 2024",390.73,Php,Withdrawal,Government Fees,credit card,DBS,Philippines ,failed,0,107647.25
TXN101195,CUST1251,Kim Morrow,stevenmoore@example.org,2025-10-14,"November 13, 2023",2590.86,,Withdrawal,Travel,e-wallet,Chase,PH,Pending  ,0,241528.85
TXN100172,CUST1327,Bonnie Santos,nancymcdowell@example.org,2024-10-17,2023/05/18 02:24,347.82,,purchase,Others,Credit Card,Chase,PH,Reversed,0,29982.12
TXN104134,CUST1508,Roy Johnson,andersonbrittany@example.org,2024-09-15,2025/03/03 11:23,1045.33,SGD,,Utilities,Debit Card,OCBC,Philippines,Completed,,98487.41
TXN104283,CUST1670,Jessica Baird,amy32@example.net,2024-11-05,2025/08/14 05:20,-3222.29,PHP ,Refund,Government Fees,Cash,Chase,Philippines,failed,,2808.5
TXN103019,CUST1295,James Cole,iaguilar@example.net,2025-09-26,11/06/2023,415.08,JPY,Deposit,P2P Transfer,,Metrobank,JP,Pending,TRUE,213672.68
TXN102215,CUST1002,Kimberly Robinson,lisa02@example.net,2023-12-26,"March 17, 2024",472.79,Php,Deposit,Healthcare,e-wallet,Metrobank,PHL,Reversed,,59752.08
TXN100701,CUST1324,Jennifer Donaldson,troymorris@example.com,2023-09-08,2023/09/25 15:20,7042.12,php,,GROCERIES  ,Debit Card,BDO,Philippines  ,Completed,0,42419.54
TXN101745,CUST1723,John Smith,saramann@example.net,2025-08-10,03/07/2023,260.73,JPY,purchase,,,BPI,,failed,No,210306.72
TXN104708,CUST1344,Chad Smith,hbenton@example.net,03/30/2025,2023-05-15,379.98,PHP ,,Utilities,GCash,Metrobank,Philippines ,Pending,,231892.0
TXN101514,CUST1581,Douglas Ortiz,daniel81@example.org,2025-06-05,09/10/2025,3091.02,PHP,Deposit,Others,PayMaya,Chase,USA,COMPLETED,No,188060.87
TXN104594,CUST1344,Chad Smith,hbenton@example.net,2025-03-30,2024/01/12 11:35,-332.45,PHP ,REFUND,ATM Withdrawal,cash,BPI,PHL,completed,1,189445.25
TXN103063,CUST1148,Mrs. Christine Dougherty,kathrynroberts@example.org,2022-07-13,03-01-2024,113.04,PHP ,purchase,GROCERIES,credit card,RCBC,,,,164031.28
TXN100243,CUST1710,Mr. Timothy Howard,richard15@example.net,2025-06-28,2024/08/06 20:47,755.4,Php,Transfer,Healthcare,GCash,DBS,JP,completed,FALSE,213119.28
TXN103443,CUST1670,  Jessica Baird  ,AMY32@EXAMPLE.NET,2024-11-05,03/07/2023,4773.51,PHP ,,Fuel,Credit Card,OCBC,JP  ,Reversed,,160300.58
TXN105593,CUST1138,Kara Davis,daviscolin@example.net,2023-10-23,30/08/24,1089.15,Php,Deposit,Groceries,credit card,BDO,,Completed,FALSE,35510.72
TXN101586,CUST1853,Jordan Nelson,brandybonilla@example.net,2025-03-10,06/12/25,98.2,Php  ,,dining ,Debit Card,,USA,Reversed,TRUE,13471.34
TXN101925,CUST1712,Elizabeth Price,mccoymichael@example.org,2025-08-08,2023/05/27 07:13,509.31,Php,Fee,Fashion,PayMaya,Metrobank,United States,completed,,
TXN105030,CUST1642,John Martinez,mark68@example.org,2024-12-09,13-02-2026,N/A,PHP ,Deposit,Subscriptions,e-wallet,Chase,Philippines,failed,,234317.67
TXN102464,CUST1099,Ronnie Jimenez,william46@example.com,2025-12-07,03/13/2026,1533.74,,Transfer,Healthcare,,,PH,completed,No,241672.24
TXN104156,CUST1624,Jason Novak,stephanie33@example.org,2022-09-26,"June 18, 2024",356.35,PHP ,purchase,Subscriptions,,Landbank,Philippines ,Reversed,FALSE,179492.19
TXN100039,CUST1278,Nicole Marquez,thickman@example.org,06/23/2024,2025/10/08 14:05,542.28,SGD,Purchase,GROCERIES,Credit Card  ,,JP,Pending,0,81633.24
TXN102698,CUST1097,Christina Dunn,samuel71@example.org,2025-11-28,12-08-2023,-1442.0,USD,Refund,Insurance,e-wallet,,Philippines,Failed,FALSE,
TXN105075,CUST1897,Jessica Reed,trowe@example.org,2022-08-20,29-03-2026,-563.68,PHP ,Refund,othr,Debit Card,DBS,United States,Failed,0,45318.64
TXN103085,CUST1620,Sheryl Gutierrez,vturner@example.net,2025-10-08,2024/08/14 19:40,2584.01,PHP ,Transfer,Dining,Credit Card,BDO,Japan,Reversed,FALSE,22868.23
TXN105161,CUST1275,Michele Miller,vnewman@example.net,2025-12-04,22/04/26,448.92,JPY,Purchase,Government Fees,Bank Transfer,BDO,Singapore,Completed,TRUE,217968.4
TXN100361,CUST1464,Melissa Morse,tinasantos@example.org,2024-04-07,09/10/25,1183.64,SGD,Deposit,ATM Withdrawal,PayMaya,Chase,PHL,Reversed,No,14163.03
TXN103799,CUST1119,Michael Craig,zcoffey@example.net,2023-10-14,2023/01/29 03:11,640.26,SGD,Fee,Subscriptions,credit card  ,Metrobank,SG,Pending,0,202885.07
TXN105992,CUST1729,Jackson Clark,matthew70@example.org,2025-02-04,2026-03-26,493.29,JPY,Withdrawal,dining ,cash,Chase,Singapore,completed,FALSE,23756.87
TXN102395,CUST1232,Sarah Johnson,robertmonroe@example.org,2025-12-29,"December 14, 2024",4032.72,USD,Withdrawal,othr,Bank Transfer,BPI,Singapore,,No,216159.38
TXN102930,CUST1065,  Alec Ryan  ,jeffrey10@example.org,2025-10-29,2024-12-19,1653.86,Php,Fee,Education,credit card,BDO,Philippines ,,0,247665.36
TXN103448,CUST1164,Kurt Hurley,angelica52@example.net,2024-12-18,2023/01/27 16:32,198.64,php,Transfer,Entertainment,Bank Transfer,BPI,Philippines ,,0,98723.63
TXN102572,CUST1150,Amanda Smith,atkinsbarbara@example.net,2023-12-02,23-04-2023,762.38,,Transfer,Insurance  ,credit card,Landbank,Japan,Pending,FALSE,210166.87
TXN100444,CUST1751,Kathleen Golden,cartertara@example.net,2025-10-06,2023/07/02 03:40,612.85,USD,Fee,Healthcare,DEBIT CARD,DBS,PHL,Completed,1,
TXN100640,CUST1660,Denise Moore,smithcindy@example.net,2022-11-11,25-12-2025,334.91,php,,ATM Withdrawal,GCash,OCBC,SG,Completed,No,217101.49
TXN102276,CUST1538,Lisa Duran,charlesnathan@example.com,2024-03-24,01/30/2024,452.88,php,Fee,Investment  ,DEBIT CARD,BPI,USA,COMPLETED,FALSE,204028.47
TXN105645,CUST1319,Donna Adams,taylorkaren@example.com,2025-09-20,"June 16, 2026",1315.72,SGD,Purchase,dining ,Cash,RCBC,Philippines ,completed,FALSE,246500.0
TXN100459,CUST1610,Amy Pena,jonesdonna@example.net,2025-06-26,07/02/25,-377.04,PHP ,Refund,othr,PayMaya,BDO,SG,,0,149269.33
TXN105267,CUST1118,Tracy Phillips,linda71@example.org,2025-02-21,2025-12-09,-432.56,PHP ,Refund,Insurance,PayMaya,Metrobank,PH,Pending,No,111189.59
TXN102642,CUST1490,Matthew Hunt,jackjensen@example.com,2023-03-09,2023-06-10,1589.29,USD,Withdrawal,GROCERIES,PayMaya,RCBC,USA,Completed,No,249837.9
TXN102629,CUST1818,Alexis Robles,steven86@example.com,2024-10-07,15/06/25,79.31,SGD,Transfer,Travel,PayMaya  ,DBS,Philippines,Completed,FALSE,190651.34
TXN105872,CUST1281,Alyssa Nelson,whenry@example.net,2025-10-18,"March 02, 2026",3295.21,PHP ,Withdrawal,Fuel,PayMaya  ,,Philippines,Completed,FALSE,203373.51
TXN100587,CUST1064,Garrett Gibson,kathleen64@example.com,2023-05-22,2025/11/28 06:23,826.63,PHP ,Deposit,Healthcare,Bank Transfer,RCBC,SG,COMPLETED,No,161072.63
TXN100625,CUST1159,Nancy Williams,marcalvarez@example.org,2025-11-08,2023/12/08 19:22,452.97,SGD,purchase,ATM Withdrawal,Cash,OCBC,USA,Pending,0,184232.3
TXN103449,CUST1614,Mario Young,LISA46@EXAMPLE.ORG,2025-10-22,2023-11-26,100.6,Php,Transfer,Dining,Cash  ,Chase,,Pending,0,48372.36
TXN103875,CUST1618,Ellen Thornton,russellstout@example.org,2024-10-19,26-10-2024,,,Transfer,othr,Credit Card,,Philippines,failed,No,211625.37
TXN105966,CUST1237,Angie Caldwell,tinawoods@example.org,2022-07-12,"October 04, 2023",1244.23,,Fee,Subscriptions,DEBIT CARD,BPI,Philippines,Reversed,No,51901.34
TXN101127,CUST1607,Samantha Smith,torresthomas@example.com,2023-03-28,12/27/2025,2101.67,php,Transfer,Fashion,Debit Card,RCBC,SG,Pending,1,71803.0
TXN104719,CUST1771,Christopher Knox,anthonyhubbard@example.com,2025-12-25,2025/05/05 09:57,-503.77,SGD,REFUND,groceries,Credit Card,Landbank,,completed,0,116463.66
TXN100735,CUST1688,Thomas Curry,bryan79@example.org,2024-07-05,"October 09, 2025",852.25,SGD,Fee,Education,GCash,DBS,JP,failed,No,32364.51
TXN105890,CUST1124,Michael Paul,umatthews@example.org,08/08/2025,16/04/24,270.72,SGD,Purchase,Insurance,credit card,UnionBank,US,Reversed,0,77850.45
TXN104533,CUST1038,Tony Vazquez,amydavenport@example.net,2024-06-09,03/20/2026,1929.14,PHP ,,Entertainment,Credit Card,,Philippines,Failed,,83056.33
TXN104841,CUST1064,Garrett Gibson,kathleen64@example.com,2023-05-22,2026/02/09 12:16,-147.16,SGD,REFUND,Others,Bank Transfer,BDO,USA,Reversed,0,111264.27
TXN105716,CUST1403,Jamie Montgomery,vwilliams@example.net,2023-05-03,"April 11, 2023",1418.12,JPY,Purchase,groceries,credit card,RCBC,SG,completed,No,54514.4
TXN104016,CUST1877,Susan Dillon,jenniferrice@example.com,2024-07-09,12/05/2024,505.09,JPY,Withdrawal,Utilities,cash,Landbank,PHL,completed,No,100787.01
TXN103686,CUST1773,Barbara Hunt,brucefrancisco@example.org,2023-01-06,2023/12/11 21:30,91.01,,Transfer,Entertainment,GCash,RCBC,US,COMPLETED,0,121771.36
TXN102587,CUST1740,David Hansen,steelerichard@example.org,2022-12-20,12/18/2024,1170.83,PHP ,Withdrawal,,credit card,Chase,US,Failed,0,187006.4
TXN101981,CUST1260,Anna Hardy,brettbennett@example.net,2024-08-12,18/05/26,4543.32,,Transfer,,Bank Transfer,BDO,US,,0,135507.9
TXN100336,CUST1726,Hannah Smith,jamesdowns@example.org,2024-09-01,31/08/23,1924.68,USD,Withdrawal,GROCERIES,GCash,BPI,,Reversed,,197255.0
TXN103357,CUST1421,David Stokes,staceylam@example.net,2022-10-26,2024/11/18 09:47,163.7,USD,Transfer,othr,Cash,RCBC,,Completed,,236038.3
TXN105606,CUST1809,Gina Mendez,,2025-06-20,2024/06/16 12:28,1227.59,php,Fee,ATM Withdrawal,PayMaya,BPI,United States,,,213803.95
TXN104177,CUST1173,Sandra Davis,lisawilkerson@example.org,2023-12-16,26-03-2023,-107.11,SGD,Refund,Others,GCash,Chase,Japan,,FALSE,136095.73
TXN100279,CUST1011,Brenda Snyder PhD,hernandezernest@example.net,2023-12-25,2024-07-30,725.91,PHP,Transfer,,Debit Card,Chase,SG,failed,0,133388.01
TXN103827,CUST1509,Kenneth Brown,sandra86@example.net,2025-11-23,2025/02/04 22:56,N/A,,Fee,Dining,PayMaya,Landbank,Philippines ,Pending,0,113893.44
TXN101702,CUST1663,James Bush,tjensen@example.com,2025-05-13,2025-03-18,108.43,Php,Deposit,Travel,e-wallet,BPI,Singapore,,No,118004.58
TXN103809,CUST1272,Renee Browning,hullalice@example.org,2023-03-06,30/01/26,3639.07,SGD,,,PayMaya,RCBC,Singapore,COMPLETED,TRUE,197571.22
TXN100876,CUST1830,Sherry Wang,rmccormick@example.org,2025-05-21,2025/08/11 16:32,-819.61,JPY,REFUND,P2P Transfer,,UnionBank,PHL,failed,,105601.39
TXN104595,CUST1463,Kayla Cameron,jennifer83@example.org,2023-03-29,16/06/25,4027.06,,Transfer,P2P Transfer,Credit Card,RCBC,Singapore,Pending,No,
TXN103082,CUST1620,Sheryl Gutierrez,vturner@example.net,2025-10-08,12/14/2024,-288.63,JPY,Refund,GROCERIES,Bank Transfer,RCBC,PH,Reversed,,193180.76
TXN103339,CUST1359,Ashley Garcia,aowens@example.org,2024-05-18,05-05-2025,528.35,PHP,Deposit,Education,Cash,OCBC,Japan,completed,,
TXN103098,CUST1150,Amanda Smith,atkinsbarbara@example.net,2023-12-02,14/08/24,N/A,php,purchase,groceries,DEBIT CARD,Landbank,USA,Failed,0,249802.22
TXN104048,CUST1479,Erica Moon,cruzamber@example.com,2022-08-04,2025/08/28 12:42,2263.35,PHP,Purchase,Healthcare,Cash,BDO,PH,Pending,FALSE,174680.17
TXN100138,CUST1878,Debra Wong,nwilson@example.net,2023-09-20,"July 15, 2023",699.33,Php,Purchase,Utilities,GCash,RCBC,,COMPLETED,,135388.46
TXN102035,CUST1864,Jeffrey Solomon,ievans@example.net,2025-08-30,"June 05, 2023",-183.9,php,Refund,Entertainment,Cash,RCBC,,COMPLETED,FALSE,104888.19
TXN100504,CUST1069,Lori Garcia,melissa91@example.net,2025-03-30,2025-01-14,14.46,,Withdrawal,Subscriptions,PayMaya,,PH,COMPLETED,FALSE,148305.74
TXN104126,CUST1345,Carol Martinez,jessica10@example.com,2025-04-30,2025/10/20 20:56,-479.17,php,REFUND,,Bank Transfer,BPI,,COMPLETED,0,7990.05
TXN102969,CUST1796,Bryan Burns,courtneytaylor@example.org,2025-01-31,2024/01/20 17:40,699.72,Php,Fee,Healthcare,Credit Card,BDO,US,,Yes,32154.77
TXN103389,CUST1634,Mary Hernandez,haroldjoseph@example.com,2023-08-01,2024/05/16 14:09,-197.12,SGD,Refund,Investment,Credit Card,,US,Failed,No,
TXN103780,CUST1744,Jeffery Nelson,kristinmiller@example.com,2025-01-29,17-06-2026,376.8,USD,Withdrawal,Electronics,Debit Card,RCBC,,COMPLETED,No,104903.15
TXN100913,CUST1155,Angela Bean,kmarshall@example.net,2024-01-28,"July 14, 2025",N/A,JPY,REFUND,GROCERIES,cash,BPI,Philippines,Reversed,FALSE,212728.71
TXN102559,CUST1049,Roy Torres,russellcarpenter@example.net,2023-08-19,"July 26, 2025",-749.71,,REFUND,Fuel,cash,Chase,JP,Completed,,217489.12
TXN101585,CUST1715,NATHAN SULLIVAN,lindsaycontreras@example.com,2025-10-17,"January 20, 2026","₱1,203.13",PHP ,,GROCERIES,DEBIT CARD,Landbank,,failed  ,FALSE,146006.11
TXN100120,CUST1444,Mariah Robles,,2022-11-13,2024-11-09,1736.61,,,groceries,PayMaya,Landbank,JP,completed,0,175769.78
TXN100387,CUST1815,Rhonda Farrell,,2022-09-18,13-06-2024,,PHP,purchase,Entertainment  ,credit card,BDO,PH,failed,0,161177.89
TXN102483,CUST1415,Daniel Turner,asilva@example.net,2026-01-01,26-06-2026,193.99,,Transfer,ATM Withdrawal,Credit Card,,PH,completed,FALSE,136427.87
TXN101997,CUST1191,  Jessica Martinez  ,kimberlydiaz@example.com,2025-10-29,2025/02/13 14:54,2050.59,JPY,,Insurance,GCash,BPI,SG,completed,Yes,
TXN104161,CUST1495,Brandy Quinn,wford@example.com,2024-03-17,07/10/2024,353.52,PHP ,Deposit,Travel,Debit Card,BPI,Philippines ,Reversed,,234472.26
TXN101537,CUST1065,Alec Ryan,jeffrey10@example.org,2025-10-29,"March 08, 2025",₱248.50,SGD,Transfer,Education,PayMaya,RCBC,PH,Completed,0,173812.92
TXN105476,CUST1459,Joanna Barrett,tamarasmith@example.net,2022-09-04,01/13/2024,-87.46,USD,Refund,Fuel,Bank Transfer,BPI,USA,,,244321.77
TXN105865,CUST1542,Joshua Young,vmullen@example.com,2023-02-24,08/29/2024,202.05,PHP ,Transfer,Others,Debit Card,BDO,,Failed,,196013.87
TXN104716,CUST1687,Julie Gross,zgomez@example.com,2023-07-08,2025-10-25,396.3,JPY,Fee,Insurance,Cash,,JP,Failed  ,TRUE,150586.35
TXN105798,CUST1383,  Cynthia Haas  ,daisymccarty@example.net,2024-11-06,29/10/24,171.43,Php,Transfer,Utilities,Credit Card,Landbank,Philippines,Failed,1,
TXN101086,CUST1445,Karen Carroll,ywhite@example.com,2024-08-23,04-04-2024,"₱2,255.96",SGD,Transfer,dining ,,Chase,US,COMPLETED,FALSE,151641.92
TXN103331,CUST1117,Richard Walter,alyssa42@example.com,2025-09-14,2023/06/22 01:27,460.66,USD,purchase,dining ,cash,Chase,Japan,Failed,No,142792.97
TXN101592,CUST1726,Hannah Smith,jamesdowns@example.org,2024-09-01,05/06/24,553.84,PHP ,Withdrawal,Others,Cash,DBS,Japan,Pending,,184487.81
TXN102496,CUST1345,Carol Martinez,jessica10@example.com,2025-04-30,25-12-2024,430.08,PHP,Deposit,groceries,e-wallet,BPI,Philippines ,Failed,0,175540.53
TXN102943,CUST1520,Krystal Carr,afischer@example.net,2025-03-31,"July 10, 2024",3898.46,php,Fee,Entertainment,cash,Chase,SG,Completed,FALSE,116586.74
TXN105200,CUST1810,Sara Herrera,joseph49@example.com,2025-04-27,2025-01-15,-281.82,Php,REFUND,Education,GCash,Landbank,USA  ,Reversed,,168591.06
TXN102244,CUST1385,AMBER KIM,acosta@example.com,2025-08-03,04/06/25,353.02,php,Deposit,Fuel,Credit Card,Metrobank,United States,Pending,0,88236.64
TXN102443,CUST1266,Lauren Cortez,elijah53@example.com,2024-07-01,25/03/25,8172.66,PHP,Deposit,Investment,Debit Card,,USA,,,
TXN104395,CUST1652,Ryan Morgan,ksims@example.net,2024-08-16,06/06/2023,1909.1,Php,Withdrawal,P2P Transfer,cash,OCBC,PH,completed,FALSE,234119.96
TXN100147,CUST1827,Melissa Mccormick,johnnycruz@example.net,2025-11-09,31/10/24,-324.19,USD,Refund,Utilities,Credit Card,BPI,USA,completed,0,178791.68
TXN102790,CUST1248,veronica brewer,ybrooks@example.com,2025-07-19,12/21/2025,316.43,SGD,Purchase,Utilities,cash,OCBC,Japan,Completed,0,141152.41
TXN105286,CUST1554,Angela Jackson,davissharon@example.com,2024-06-03,"November 01, 2023",1615.35,USD,purchase,ATM Withdrawal,credit card,BPI,USA,COMPLETED,No,60127.15
TXN103963,CUST1655,Susan Wallace,lloydrebecca@example.org,2023-03-04,2025/02/01 15:23,-743.55,PHP ,REFUND,P2P Transfer,Cash,BDO,SG,Completed,FALSE,118057.55
TXN104379,CUST1506,Christopher Jones,jason22@example.com,2024-08-11,"April 14, 2023",-295.51,PHP ,Refund,Healthcare,cash,RCBC,USA,Failed,FALSE,5283.64
TXN105467,CUST1427,Anita Mendez,epowell@example.com,07/09/2022,04/11/2024,894.03,,Fee,ATM Withdrawal,e-wallet,UnionBank,PH,completed,No,245818.74
TXN105768,CUST1012,James Ferrell,tasha01@example.net,2025-08-07,03/12/2025,101.99,PHP ,Deposit,Subscriptions,Cash,OCBC,PHL,Completed,,188753.57
